scenario,seed,week,network_type,nodes,edges,connected_nodes,isolates,components,density_full_population,average_degree_full_population,mean_degree_population,mean_degree_connected_subgraph,average_clustering,transitivity,degree_assortativity,gcc_nodes,gcc_edges,gcc_share_of_connected_nodes,gcc_diameter,gcc_radius,gcc_average_shortest_path,gcc_clustering,gcc_transitivity,market_assortativity,cluster_assortativity,same_cluster_edge_share
baseline,6408,39,familiarity,392,434,392,0,44,0.00566313481914505,2.2142857142857144,2.2142857142857144,2.2142857142857144,0.07759290029698193,0.12807525325615052,-0.15782119486084292,41,60,0.10459183673469388,7.0,4.0,3.4353658536585368,0.09858691444057298,0.13761467889908258,0.9999999999999999,0.8976463949103958,0.9032258064516129
baseline,6408,39,social,43,26,43,0,17,0.028792912513842746,1.2093023255813953,1.2093023255813953,1.2093023255813953,0.0,0.0,-0.3109243697478973,4,3,0.09302325581395349,2.0,1.0,1.5,0.0,0.0,1.0,0.9999999999999999,1.0
baseline,6408,52,familiarity,567,717,567,0,36,0.004468375493110475,2.5291005291005293,2.5291005291005293,2.5291005291005293,0.10921205611976657,0.14966634890371783,-0.2091626206563492,88,102,0.15520282186948853,15.0,8.0,6.297021943573668,0.03706709956709957,0.10344827586206896,0.9999999999999999,0.8971994584486315,0.902370990237099
baseline,6408,52,social,78,53,78,0,25,0.017649017649017648,1.358974358974359,1.358974358974359,1.358974358974359,0.0,0.0,-0.22237521514629902,8,7,0.10256410256410256,3.0,2.0,2.0714285714285716,0.0,0.0,1.0,0.9796818094690435,0.9811320754716981
baseline,6409,1,familiarity,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0.0,,,,0.0,0.0,,,
baseline,6409,1,social,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0.0,,,,0.0,0.0,,,
baseline,6409,4,familiarity,2,1,2,0,1,1.0,1.0,1.0,1.0,0.0,0.0,,2,1,1.0,1.0,1.0,1.0,0.0,0.0,,,1.0
baseline,6409,4,social,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0.0,,,,0.0,0.0,,,
baseline,6409,8,familiarity,22,12,22,0,10,0.05194805194805195,1.0909090909090908,1.0909090909090908,1.0909090909090908,0.0,0.0,-0.2000000000000022,3,2,0.13636363636363635,2.0,1.0,1.3333333333333333,0.0,0.0,1.0,0.904382470119522,0.9166666666666666
baseline,6409,8,social,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0.0,,,,0.0,0.0,,,
baseline,6409,13,familiarity,49,33,49,0,18,0.02806122448979592,1.346938775510204,1.346938775510204,1.346938775510204,0.04489795918367347,0.2222222222222222,0.18992248062015515,8,9,0.16326530612244897,4.0,2.0,2.0,0.275,0.3333333333333333,1.0,0.8960629921259841,0.9090909090909091
baseline,6409,13,social,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0.0,,,,0.0,0.0,,,
baseline,6409,26,familiarity,184,159,184,0,41,0.009444048467569494,1.7282608695652173,1.7282608695652173,1.7282608695652173,0.05164768806073154,0.11612903225806452,-0.06499839245525664,20,28,0.10869565217391304,5.0,3.0,2.4947368421052634,0.22503968253968254,0.17475728155339806,0.9999999999999999,0.9111884506316061,0.9182389937106918
baseline,6409,26,social,6,3,6,0,3,0.2,1.0,1.0,1.0,0.0,0.0,,2,1,0.3333333333333333,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
baseline,6409,39,familiarity,318,325,318,0,51,0.006448028887169415,2.0440251572327046,2.0440251572327046,2.0440251572327046,0.0874701643569568,0.1585244267198405,-0.11248912837506246,26,44,0.08176100628930817,4.0,2.0,2.4492307692307693,0.24276834276834278,0.2832618025751073,1.0,0.924206321040731,0.9292307692307692
baseline,6409,39,social,21,13,21,0,8,0.06190476190476191,1.2380952380952381,1.2380952380952381,1.2380952380952381,0.0,0.0,-0.12345679012345777,5,4,0.23809523809523808,3.0,2.0,1.8,0.0,0.0,1.0,1.0,1.0
baseline,6409,52,familiarity,450,527,450,0,54,0.005216530561742143,2.3422222222222224,2.3422222222222224,2.3422222222222224,0.11546088479421814,0.19378338999514327,-0.07139198478376908,60,63,0.13333333333333333,19.0,10.0,6.996045197740113,0.03333333333333333,0.05084745762711865,1.0,0.9132404007764374,0.9184060721062619
baseline,6409,52,social,46,34,46,0,13,0.03285024154589372,1.4782608695652173,1.4782608695652173,1.4782608695652173,0.02898550724637681,0.08333333333333333,-0.10569105691056911,10,9,0.21739130434782608,5.0,3.0,2.488888888888889,0.0,0.0,1.0,0.9999999999999998,1.0
high_coordination,6400,1,familiarity,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0.0,,,,0.0,0.0,,,
high_coordination,6400,1,social,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0.0,,,,0.0,0.0,,,
high_coordination,6400,4,familiarity,2,1,2,0,1,1.0,1.0,1.0,1.0,0.0,0.0,,2,1,1.0,1.0,1.0,1.0,0.0,0.0,,,1.0
high_coordination,6400,4,social,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0.0,,,,0.0,0.0,,,
high_coordination,6400,8,familiarity,18,9,18,0,9,0.058823529411764705,1.0,1.0,1.0,0.0,0.0,,2,1,0.1111111111111111,1.0,1.0,1.0,0.0,0.0,0.9999999999999994,1.0,1.0
high_coordination,6400,8,social,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0.0,,,,0.0,0.0,,,
high_coordination,6400,13,familiarity,63,39,63,0,24,0.019969278033794162,1.2380952380952381,1.2380952380952381,1.2380952380952381,0.0,0.0,-0.4111842105263171,4,3,0.06349206349206349,2.0,1.0,1.5,0.0,0.0,1.0000000000000002,0.9446022727272727,0.9487179487179487
high_coordination,6400,13,social,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0.0,,,,0.0,0.0,,,
high_coordination,6400,26,familiarity,182,150,182,0,44,0.00910691518426325,1.6483516483516483,1.6483516483516483,1.6483516483516483,0.04400837257980115,0.12442396313364056,-0.12832199585339502,12,13,0.06593406593406594,5.0,3.0,2.696969696969697,0.15555555555555556,0.2222222222222222,1.0,0.9363612793739836,0.94
high_coordination,6400,26,social,14,7,14,0,7,0.07692307692307693,1.0,1.0,1.0,0.0,0.0,,2,1,0.14285714285714285,1.0,1.0,1.0,0.0,0.0,1.0000000000000002,1.0000000000000002,1.0
high_coordination,6400,39,familiarity,364,350,364,0,61,0.005297732570459843,1.9230769230769231,1.9230769230769231,1.9230769230769231,0.062207237207237205,0.10776361529548088,-0.20151389800207323,38,43,0.1043956043956044,10.0,5.0,4.327169274537695,0.05651629072681704,0.05357142857142857,0.9999999999999999,0.9399087471403001,0.9428571428571428
high_coordination,6400,39,social,32,19,32,0,13,0.038306451612903226,1.1875,1.1875,1.1875,0.0,0.0,-0.21276595744680946,4,3,0.125,3.0,2.0,1.6666666666666667,0.0,0.0,1.0,0.9999999999999998,1.0
high_coordination,6400,52,familiarity,523,610,523,0,46,0.004468766254221519,2.332695984703633,2.332695984703633,2.332695984703633,0.10105103908950495,0.13720316622691292,-0.24387351171460628,58,80,0.11089866156787763,8.0,4.0,3.607985480943739,0.13636220101737342,0.14127423822714683,1.0,0.9156938125632861,0.919672131147541
high_coordination,6400,52,social,61,39,61,0,23,0.021311475409836064,1.278688524590164,1.278688524590164,1.278688524590164,0.04918032786885246,0.13636363636363635,-0.12360594795538982,7,6,0.11475409836065574,4.0,2.0,2.1904761904761907,0.0,0.0,1.0,1.0,1.0
high_coordination,6401,1,familiarity,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0.0,,,,0.0,0.0,,,
high_coordination,6401,1,social,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0.0,,,,0.0,0.0,,,
high_coordination,6401,4,familiarity,4,2,4,0,2,0.3333333333333333,1.0,1.0,1.0,0.0,0.0,,2,1,0.5,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
high_coordination,6401,4,social,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0.0,,,,0.0,0.0,,,
high_coordination,6401,8,familiarity,15,9,15,0,6,0.08571428571428572,1.2,1.2,1.2,0.0,0.0,-0.34042553191489366,4,3,0.26666666666666666,2.0,1.0,1.5,0.0,0.0,1.0,1.0,1.0
high_coordination,6401,8,social,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0.0,,,,0.0,0.0,,,
high_coordination,6401,13,familiarity,51,34,51,0,18,0.02666666666666667,1.3333333333333333,1.3333333333333333,1.3333333333333333,0.04248366013071895,0.12,-0.06506024096385557,8,7,0.1568627450980392,4.0,2.0,2.357142857142857,0.0,0.0,1.0,0.966353290450272,0.9705882352941176
high_coordination,6401,13,social,2,1,2,0,1,1.0,1.0,1.0,1.0,0.0,0.0,,2,1,1.0,1.0,1.0,1.0,0.0,0.0,,,1.0
high_coordination,6401,26,familiarity,159,134,159,0,38,0.010667940450601068,1.6855345911949686,1.6855345911949686,1.6855345911949686,0.03085255066387142,0.1085972850678733,-0.02198037619435342,17,22,0.1069182389937107,4.0,2.0,2.375,0.2003267973856209,0.2692307692307692,1.0000000000000002,0.8709677419354839,0.8805970149253731
high_coordination,6401,26,social,7,4,7,0,3,0.19047619047619047,1.1428571428571428,1.1428571428571428,1.1428571428571428,0.0,0.0,-0.3333333333333333,3,2,0.42857142857142855,2.0,1.0,1.3333333333333333,0.0,0.0,1.0,1.0,1.0
high_coordination,6401,39,familiarity,325,315,325,0,52,0.005982905982905983,1.9384615384615385,1.9384615384615385,1.9384615384615385,0.06030318399549168,0.13872832369942195,-0.1477847531839176,31,39,0.09538461538461539,6.0,3.0,2.8838709677419354,0.04498995628027886,0.03896103896103896,1.0,0.8685505788696526,0.8761904761904762
high_coordination,6401,39,social,22,14,22,0,9,0.06060606060606061,1.2727272727272727,1.2727272727272727,1.2727272727272727,0.13636363636363635,0.42857142857142855,0.23076923076923053,5,4,0.22727272727272727,3.0,2.0,1.8,0.0,0.0,1.0,0.9111111111111114,0.9285714285714286
high_coordination,6401,52,familiarity,485,541,485,0,49,0.004609355031098237,2.2309278350515465,2.2309278350515465,2.2309278350515465,0.0691740588769091,0.12913385826771653,-0.17740074481358548,52,57,0.10721649484536082,15.0,8.0,6.1478129713423835,0.025869963369963368,0.06716417910447761,1.0,0.8947347560151697,0.9001848428835489
high_coordination,6401,52,social,46,31,46,0,16,0.02995169082125604,1.3478260869565217,1.3478260869565217,1.3478260869565217,0.04710144927536231,0.13043478260869565,-0.15377081292850142,8,7,0.17391304347826086,4.0,2.0,2.357142857142857,0.0,0.0,1.0,0.8899408284023668,0.9032258064516129
high_coordination,6402,1,familiarity,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0.0,,,,0.0,0.0,,,
high_coordination,6402,1,social,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0.0,,,,0.0,0.0,,,
high_coordination,6402,4,familiarity,4,2,4,0,2,0.3333333333333333,1.0,1.0,1.0,0.0,0.0,,2,1,0.5,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
high_coordination,6402,4,social,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0.0,,,,0.0,0.0,,,
high_coordination,6402,8,familiarity,21,13,21,0,8,0.06190476190476191,1.2380952380952381,1.2380952380952381,1.2380952380952381,0.0,0.0,-0.26020408163265246,5,4,0.23809523809523808,2.0,1.0,1.6,0.0,0.0,1.0,1.0,1.0
high_coordination,6402,8,social,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0.0,,,,0.0,0.0,,,
high_coordination,6402,13,familiarity,39,28,39,0,12,0.037786774628879895,1.435897435897436,1.435897435897436,1.435897435897436,0.032478632478632474,0.11538461538461539,0.04234527687296437,10,10,0.2564102564102564,5.0,3.0,2.466666666666667,0.12666666666666665,0.15789473684210525,1.0,1.0000000000000002,1.0
high_coordination,6402,13,social,4,2,4,0,2,0.3333333333333333,1.0,1.0,1.0,0.0,0.0,,2,1,0.5,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
high_coordination,6402,26,familiarity,178,155,178,0,43,0.009839395670665906,1.7415730337078652,1.7415730337078652,1.7415730337078652,0.06690743713215623,0.18620689655172415,0.014349599488918452,17,17,0.09550561797752809,5.0,3.0,2.698529411764706,0.023529411764705882,0.06976744186046512,1.0,0.9234413237242092,0.9290322580645162
high_coordination,6402,26,social,11,7,11,0,4,0.12727272727272726,1.2727272727272727,1.2727272727272727,1.2727272727272727,0.0,0.0,-0.166666666666666,4,3,0.36363636363636365,3.0,2.0,1.6666666666666667,0.0,0.0,1.0,1.0,1.0
high_coordination,6402,39,familiarity,331,331,331,0,54,0.006060606060606061,2.0,2.0,2.0,0.08758844378179725,0.1640625,-0.10773366309064923,40,45,0.12084592145015106,9.0,5.0,4.0025641025641026,0.056920995670995664,0.09375,1.0000000000000002,0.9067279476067397,0.9123867069486404
high_coordination,6402,39,social,37,26,37,0,13,0.03903903903903904,1.4054054054054055,1.4054054054054055,1.4054054054054055,0.12162162162162163,0.3,0.027210884353741752,6,6,0.16216216216216217,3.0,2.0,1.7333333333333334,0.25,0.3,1.0,1.0000000000000002,1.0
high_coordination,6402,52,familiarity,485,569,485,0,48,0.004847916844168016,2.3463917525773197,2.3463917525773197,2.3463917525773197,0.11121834368044192,0.16852487135506003,-0.18260750410459553,60,63,0.12371134020618557,13.0,7.0,6.083050847457627,0.047857142857142855,0.060810810810810814,1.0,0.9067688440811323,0.9121265377855887
high_coordination,6402,52,social,64,45,64,0,22,0.022321428571428572,1.40625,1.40625,1.40625,0.090625,0.21428571428571427,-0.08591885441527461,7,8,0.109375,2.0,1.0,1.619047619047619,0.39999999999999997,0.3,1.0,0.9273803119956967,0.9333333333333333
high_coordination,6403,1,familiarity,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0.0,,,,0.0,0.0,,,
high_coordination,6403,1,social,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0.0,,,,0.0,0.0,,,
high_coordination,6403,4,familiarity,8,4,8,0,4,0.14285714285714285,1.0,1.0,1.0,0.0,0.0,,2,1,0.25,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
high_coordination,6403,4,social,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0.0,,,,0.0,0.0,,,
high_coordination,6403,8,familiarity,25,16,25,0,9,0.05333333333333334,1.28,1.28,1.28,0.0,0.0,-0.015873015873015872,5,4,0.2,4.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0
high_coordination,6403,8,social,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0.0,,,,0.0,0.0,,,
high_coordination,6403,13,familiarity,59,40,59,0,21,0.023378141437755698,1.3559322033898304,1.3559322033898304,1.3559322033898304,0.0423728813559322,0.2,0.17333333333333253,6,5,0.1016949152542373,3.0,2.0,1.9333333333333333,0.0,0.0,1.0,1.0000000000000002,1.0
high_coordination,6403,13,social,7,4,7,0,3,0.19047619047619047,1.1428571428571428,1.1428571428571428,1.1428571428571428,0.0,0.0,-0.3333333333333333,3,2,0.42857142857142855,2.0,1.0,1.3333333333333333,0.0,0.0,1.0,1.0,1.0
high_coordination,6403,26,familiarity,201,173,201,0,49,0.008606965174129353,1.7213930348258706,1.7213930348258706,1.7213930348258706,0.09225696912264077,0.17117117117117117,-0.07093210838596768,18,18,0.08955223880597014,4.0,2.0,2.4444444444444446,0.05943562610229277,0.043478260869565216,1.0000000000000002,0.9380083849930124,0.9421965317919075
high_coordination,6403,26,social,18,11,18,0,8,0.0718954248366013,1.2222222222222223,1.2222222222222223,1.2222222222222223,0.16666666666666666,0.75,0.6071428571428574,3,2,0.16666666666666666,2.0,1.0,1.3333333333333333,0.0,0.0,1.0,1.0,1.0
high_coordination,6403,39,familiarity,333,350,333,0,55,0.006331632837656934,2.1021021021021022,2.1021021021021022,2.1021021021021022,0.10595152261818928,0.21536905965621841,-0.04653700107461237,21,33,0.06306306306306306,4.0,2.0,2.242857142857143,0.20567765567765567,0.2441860465116279,1.0,0.9333264062067056,0.9371428571428572
high_coordination,6403,39,social,28,21,28,0,9,0.05555555555555555,1.5,1.5,1.5,0.19047619047619047,0.4,0.1764705882352948,6,5,0.21428571428571427,5.0,3.0,2.3333333333333335,0.0,0.0,1.0,1.0000000000000002,1.0
high_coordination,6403,52,familiarity,483,568,483,0,56,0.0048795993230415025,2.351966873706004,2.351966873706004,2.351966873706004,0.119614156260119,0.22622478386167147,-0.04995210476287941,63,76,0.13043478260869565,11.0,6.0,5.038914490527394,0.14292242149385007,0.16049382716049382,1.0,0.9182125354866687,0.9225352112676056
high_coordination,6403,52,social,45,37,45,0,12,0.03737373737373737,1.6444444444444444,1.6444444444444444,1.6444444444444444,0.12962962962962962,0.2926829268292683,-0.012509773260360152,7,8,0.15555555555555556,5.0,3.0,2.238095238095238,0.38095238095238093,0.5,1.0,1.0,1.0
high_coordination,6404,1,familiarity,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0.0,,,,0.0,0.0,,,
high_coordination,6404,1,social,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0.0,,,,0.0,0.0,,,
high_coordination,6404,4,familiarity,4,2,4,0,2,0.3333333333333333,1.0,1.0,1.0,0.0,0.0,,2,1,0.5,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
high_coordination,6404,4,social,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0.0,,,,0.0,0.0,,,
high_coordination,6404,8,familiarity,13,7,13,0,6,0.08974358974358974,1.0769230769230769,1.0769230769230769,1.0769230769230769,0.0,0.0,-0.16666666666666768,3,2,0.23076923076923078,2.0,1.0,1.3333333333333333,0.0,0.0,1.0000000000000002,0.8313253012048195,0.8571428571428571
high_coordination,6404,8,social,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0.0,,,,0.0,0.0,,,
high_coordination,6404,13,familiarity,48,28,48,0,20,0.024822695035460994,1.1666666666666667,1.1666666666666667,1.1666666666666667,0.0,0.0,-0.07074569789674945,6,5,0.125,3.0,2.0,1.8666666666666667,0.0,0.0,1.0,0.9213483146067416,0.9285714285714286
high_coordination,6404,13,social,2,1,2,0,1,1.0,1.0,1.0,1.0,0.0,0.0,,2,1,1.0,1.0,1.0,1.0,0.0,0.0,,,1.0
high_coordination,6404,26,familiarity,191,146,191,0,48,0.008046293744833287,1.5287958115183247,1.5287958115183247,1.5287958115183247,0.022164048865619547,0.05,-0.15378983634797605,19,18,0.09947643979057591,8.0,4.0,3.6608187134502925,0.0,0.0,1.0000000000000002,0.9060349522253579,0.910958904109589
high_coordination,6404,26,social,12,7,12,0,5,0.10606060606060606,1.1666666666666667,1.1666666666666667,1.1666666666666667,0.0,0.0,-0.27272727272727265,4,3,0.3333333333333333,2.0,1.0,1.5,0.0,0.0,1.0,1.0,1.0
high_coordination,6404,39,familiarity,353,346,353,0,53,0.005569147566314705,1.9603399433427762,1.9603399433427762,1.9603399433427762,0.050399584677205074,0.09942857142857142,-0.09973332434939233,32,36,0.0906515580736544,7.0,4.0,3.375,0.10475514069264069,0.11450381679389313,1.0,0.8810131605052576,0.8872832369942196
high_coordination,6404,39,social,24,13,24,0,11,0.04710144927536232,1.0833333333333333,1.0833333333333333,1.0833333333333333,0.0,0.0,-0.13043478260869598,4,3,0.16666666666666666,2.0,1.0,1.5,0.0,0.0,1.0,0.9136212624584719,0.9230769230769231
high_coordination,6404,52,familiarity,535,595,535,0,51,0.004165354055094683,2.2242990654205608,2.2242990654205608,2.2242990654205608,0.07923068624003203,0.12236084452975048,-0.17182723990427928,45,57,0.08411214953271028,7.0,4.0,3.6343434343434344,0.17821462488129156,0.14473684210526316,1.0,0.8923078520764751,0.8974789915966387
high_coordination,6404,52,social,52,33,52,0,19,0.024886877828054297,1.2692307692307692,1.2692307692307692,1.2692307692307692,0.0,0.0,-0.4042553191489359,4,3,0.07692307692307693,3.0,2.0,1.6666666666666667,0.0,0.0,1.0,0.9018344075359446,0.9090909090909091
high_coordination,6405,1,familiarity,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0.0,,,,0.0,0.0,,,
high_coordination,6405,1,social,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0.0,,,,0.0,0.0,,,
high_coordination,6405,4,familiarity,2,1,2,0,1,1.0,1.0,1.0,1.0,0.0,0.0,,2,1,1.0,1.0,1.0,1.0,0.0,0.0,,,1.0
high_coordination,6405,4,social,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0.0,,,,0.0,0.0,,,
high_coordination,6405,8,familiarity,22,13,22,0,9,0.05627705627705628,1.1818181818181819,1.1818181818181819,1.1818181818181819,0.0,0.0,-0.31645569620253167,4,3,0.18181818181818182,2.0,1.0,1.5,0.0,0.0,1.0,1.0,1.0
high_coordination,6405,8,social,2,1,2,0,1,1.0,1.0,1.0,1.0,0.0,0.0,,2,1,1.0,1.0,1.0,1.0,0.0,0.0,,,1.0
high_coordination,6405,13,familiarity,60,39,60,0,22,0.022033898305084745,1.3,1.3,1.3,0.0,0.0,-0.2042755344418056,5,5,0.08333333333333333,3.0,2.0,1.6,0.0,0.0,1.0000000000000002,0.9143170999633833,0.9230769230769231
high_coordination,6405,13,social,4,2,4,0,2,0.3333333333333333,1.0,1.0,1.0,0.0,0.0,,2,1,0.5,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
high_coordination,6405,26,familiarity,184,175,184,0,32,0.010394392967450702,1.9021739130434783,1.9021739130434783,1.9021739130434783,0.07314527260179435,0.1111111111111111,-0.15964774609817786,21,32,0.11413043478260869,4.0,2.0,2.3142857142857145,0.07717309145880574,0.08888888888888889,1.0,0.9320160336211616,0.9371428571428572
high_coordination,6405,26,social,19,11,19,0,8,0.06432748538011696,1.1578947368421053,1.1578947368421053,1.1578947368421053,0.0,0.0,-0.37499999999999983,3,2,0.15789473684210525,2.0,1.0,1.3333333333333333,0.0,0.0,1.0,1.0,1.0
high_coordination,6405,39,familiarity,350,391,350,0,42,0.00640196479738027,2.2342857142857144,2.2342857142857144,2.2342857142857144,0.0850613196327482,0.1466768525592055,-0.184818683444302,32,37,0.09142857142857143,7.0,4.0,3.1431451612903225,0.0341765873015873,0.04054054054054054,1.0,0.9155578158309067,0.9207161125319693
high_coordination,6405,39,social,39,26,39,0,14,0.03508771929824561,1.3333333333333333,1.3333333333333333,1.3333333333333333,0.05982905982905983,0.2,-0.05295950155763278,5,4,0.1282051282051282,4.0,2.0,2.0,0.0,0.0,1.0,0.9555175363558599,0.9615384615384616
high_coordination,6405,52,familiarity,498,628,498,0,40,0.005074624453548601,2.5220883534136544,2.5220883534136544,2.5220883534136544,0.12114011372515979,0.18185157972079352,-0.19846628542737615,42,58,0.08433734939759036,6.0,3.0,2.9721254355400695,0.14985569985569985,0.11650485436893204,1.0000000000000002,0.9057046943875418,0.910828025477707
high_coordination,6405,52,social,65,48,65,0,19,0.023076923076923078,1.476923076923077,1.476923076923077,1.476923076923077,0.04871794871794872,0.13953488372093023,-0.054235768713582336,10,10,0.15384615384615385,5.0,3.0,2.511111111111111,0.08333333333333333,0.1875,1.0,0.9769618430525556,0.9791666666666666
high_coordination,6406,1,familiarity,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0.0,,,,0.0,0.0,,,
high_coordination,6406,1,social,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0.0,,,,0.0,0.0,,,
high_coordination,6406,4,familiarity,2,1,2,0,1,1.0,1.0,1.0,1.0,0.0,0.0,,2,1,1.0,1.0,1.0,1.0,0.0,0.0,,,1.0
high_coordination,6406,4,social,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0.0,,,,0.0,0.0,,,
high_coordination,6406,8,familiarity,8,4,8,0,4,0.14285714285714285,1.0,1.0,1.0,0.0,0.0,,2,1,0.25,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
high_coordination,6406,8,social,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0.0,,,,0.0,0.0,,,
high_coordination,6406,13,familiarity,39,23,39,0,16,0.0310391363022942,1.1794871794871795,1.1794871794871795,1.1794871794871795,0.0,0.0,0.02645502645502633,5,4,0.1282051282051282,3.0,2.0,1.8,0.0,0.0,0.9999999999999998,0.9039665970772444,0.9130434782608695
high_coordination,6406,13,social,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0.0,,,,0.0,0.0,,,
high_coordination,6406,26,familiarity,153,119,153,0,39,0.01023391812865497,1.5555555555555556,1.5555555555555556,1.5555555555555556,0.03470276999688764,0.09146341463414634,-0.17824415537973284,15,14,0.09803921568627451,8.0,4.0,3.7904761904761903,0.0,0.0,1.0000000000000002,0.9370179948586118,0.9411764705882353
high_coordination,6406,26,social,11,6,11,0,5,0.10909090909090909,1.0909090909090908,1.0909090909090908,1.0909090909090908,0.0,0.0,-0.2000000000000022,3,2,0.2727272727272727,2.0,1.0,1.3333333333333333,0.0,0.0,1.0,1.0,1.0
high_coordination,6406,39,familiarity,295,277,295,0,56,0.006387639801683385,1.8779661016949152,1.8779661016949152,1.8779661016949152,0.06055981683100326,0.1332378223495702,-0.16225627132362458,22,34,0.07457627118644068,5.0,3.0,2.3722943722943723,0.26545954045954046,0.2874251497005988,1.0,0.9347648403407911,0.9386281588447654
high_coordination,6406,39,social,25,17,25,0,9,0.056666666666666664,1.36,1.36,1.36,0.09333333333333334,0.3,-0.12396694214876045,4,4,0.16,2.0,1.0,1.3333333333333333,0.5833333333333334,0.6,1.0,0.9999999999999999,1.0
high_coordination,6406,52,familiarity,483,521,483,0,53,0.004475829660747575,2.1573498964803313,2.1573498964803313,2.1573498964803313,0.0847282510571167,0.1410459587955626,-0.18025416420917717,43,50,0.08902691511387163,10.0,5.0,4.256921373200443,0.15455887781469177,0.11946902654867257,1.0,0.9109353267077462,0.9155470249520153
high_coordination,6406,52,social,43,28,43,0,16,0.031007751937984496,1.302325581395349,1.302325581395349,1.302325581395349,0.054263565891472874,0.2,-0.23415977961432452,4,3,0.09302325581395349,2.0,1.0,1.5,0.0,0.0,1.0,1.0000000000000002,1.0
high_coordination,6407,1,familiarity,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0.0,,,,0.0,0.0,,,
high_coordination,6407,1,social,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0.0,,,,0.0,0.0,,,
high_coordination,6407,4,familiarity,6,3,6,0,3,0.2,1.0,1.0,1.0,0.0,0.0,,2,1,0.3333333333333333,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
high_coordination,6407,4,social,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0.0,,,,0.0,0.0,,,
high_coordination,6407,8,familiarity,18,10,18,0,8,0.06535947712418301,1.1111111111111112,1.1111111111111112,1.1111111111111112,0.0,0.0,-0.2500000000000021,3,2,0.16666666666666666,2.0,1.0,1.3333333333333333,0.0,0.0,1.0000000000000002,1.0,1.0
high_coordination,6407,8,social,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0.0,,,,0.0,0.0,,,
