scenario,seed,week,network_type,nodes,edges,connected_nodes,isolates,components,density_full_population,average_degree_full_population,mean_degree_population,mean_degree_connected_subgraph,average_clustering,transitivity,degree_assortativity,gcc_nodes,gcc_edges,gcc_share_of_connected_nodes,gcc_diameter,gcc_radius,gcc_average_shortest_path,gcc_clustering,gcc_transitivity,market_assortativity,cluster_assortativity,same_cluster_edge_share
high_coordination,6407,13,familiarity,47,30,47,0,17,0.027752081406105456,1.2765957446808511,1.2765957446808511,1.2765957446808511,0.0,0.0,-0.40740740740740733,5,4,0.10638297872340426,3.0,2.0,1.8,0.0,0.0,1.0,0.9264705882352942,0.9333333333333333
high_coordination,6407,13,social,2,1,2,0,1,1.0,1.0,1.0,1.0,0.0,0.0,,2,1,1.0,1.0,1.0,1.0,0.0,0.0,,,1.0
high_coordination,6407,26,familiarity,172,131,172,0,48,0.008907928736570108,1.5232558139534884,1.5232558139534884,1.5232558139534884,0.04501661129568106,0.08571428571428572,-0.07171746883847498,24,27,0.13953488372093023,6.0,3.0,3.028985507246377,0.07539682539682539,0.08450704225352113,0.9999999999999999,0.9420152391792342,0.9465648854961832
high_coordination,6407,26,social,12,7,12,0,5,0.10606060606060606,1.1666666666666667,1.1666666666666667,1.1666666666666667,0.0,0.0,-0.4000000000000027,3,2,0.25,2.0,1.0,1.3333333333333333,0.0,0.0,0.9999999999999997,0.9999999999999997,1.0
high_coordination,6407,39,familiarity,332,324,332,0,51,0.005896698576784479,1.9518072289156627,1.9518072289156627,1.9518072289156627,0.05214668196595908,0.10648714810281518,-0.0979602483914863,32,52,0.0963855421686747,5.0,3.0,2.691532258064516,0.12760416666666666,0.1553784860557769,1.0,0.9339153136982948,0.9382716049382716
high_coordination,6407,39,social,25,15,25,0,10,0.05,1.2,1.2,1.2,0.0,0.0,-0.060606060606060344,5,4,0.2,3.0,2.0,1.8,0.0,0.0,1.0,1.0,1.0
high_coordination,6407,52,familiarity,495,574,495,0,55,0.004694720484194169,2.319191919191919,2.319191919191919,2.319191919191919,0.08779861057935924,0.15363128491620112,-0.09886199067469932,54,66,0.10909090909090909,12.0,6.0,4.917540181691125,0.05776014109347443,0.14210526315789473,1.0,0.9276055267647081,0.9320557491289199
high_coordination,6407,52,social,55,34,55,0,21,0.022895622895622896,1.2363636363636363,1.2363636363636363,1.2363636363636363,0.0,0.0,-0.13333333333333355,7,6,0.12727272727272726,4.0,2.0,2.0952380952380953,0.0,0.0,1.0,0.9357884796978281,0.9411764705882353
high_coordination,6408,1,familiarity,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0.0,,,,0.0,0.0,,,
high_coordination,6408,1,social,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0.0,,,,0.0,0.0,,,
high_coordination,6408,4,familiarity,4,2,4,0,2,0.3333333333333333,1.0,1.0,1.0,0.0,0.0,,2,1,0.5,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
high_coordination,6408,4,social,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0.0,,,,0.0,0.0,,,
high_coordination,6408,8,familiarity,20,11,20,0,9,0.05789473684210526,1.1,1.1,1.1,0.0,0.0,-0.2222222222222209,3,2,0.15,2.0,1.0,1.3333333333333333,0.0,0.0,1.0,1.0,1.0
high_coordination,6408,8,social,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0.0,,,,0.0,0.0,,,
high_coordination,6408,13,familiarity,68,42,68,0,26,0.018437225636523266,1.2352941176470589,1.2352941176470589,1.2352941176470589,0.0,0.0,-0.183868169991327,6,5,0.08823529411764706,3.0,2.0,1.8666666666666667,0.0,0.0,1.0000000000000002,0.9741776821395634,0.9761904761904762
high_coordination,6408,13,social,2,1,2,0,1,1.0,1.0,1.0,1.0,0.0,0.0,,2,1,1.0,1.0,1.0,1.0,0.0,0.0,,,1.0
high_coordination,6408,26,familiarity,233,200,233,0,50,0.007399733609590055,1.7167381974248928,1.7167381974248928,1.7167381974248928,0.05627086313781592,0.096,-0.12719776888565554,20,22,0.08583690987124463,4.0,2.0,2.5736842105263156,0.07281746031746031,0.0821917808219178,1.0,0.9200937566588536,0.925
high_coordination,6408,26,social,13,7,13,0,6,0.08974358974358974,1.0769230769230769,1.0769230769230769,1.0769230769230769,0.0,0.0,-0.16666666666666768,3,2,0.23076923076923078,2.0,1.0,1.3333333333333333,0.0,0.0,1.0000000000000002,1.0000000000000002,1.0
high_coordination,6408,39,familiarity,400,441,400,0,44,0.005526315789473684,2.205,2.205,2.205,0.08992428404928404,0.13968481375358166,-0.15451488666134233,42,63,0.105,8.0,4.0,3.5481997677119628,0.1340702947845805,0.1951219512195122,1.0,0.8948247078464108,0.9002267573696145
high_coordination,6408,39,social,40,24,40,0,16,0.03076923076923077,1.2,1.2,1.2,0.0,0.0,-0.2753623188405796,4,3,0.1,2.0,1.0,1.5,0.0,0.0,0.9999999999999999,0.9999999999999997,1.0
high_coordination,6408,52,familiarity,548,725,548,0,36,0.004837267644350739,2.645985401459854,2.645985401459854,2.645985401459854,0.11477026116624656,0.1742182514358647,-0.1862071346916226,78,100,0.14233576642335766,11.0,6.0,5.108891108891109,0.11612461612461612,0.14195583596214512,1.0,0.8924774282765324,0.8979310344827586
high_coordination,6408,52,social,78,53,78,0,26,0.017649017649017648,1.358974358974359,1.358974358974359,1.358974358974359,0.029914529914529916,0.08823529411764706,-0.32499999999999934,6,5,0.07692307692307693,5.0,3.0,2.3333333333333335,0.0,0.0,1.0,1.0,1.0
high_coordination,6409,1,familiarity,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0.0,,,,0.0,0.0,,,
high_coordination,6409,1,social,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0.0,,,,0.0,0.0,,,
high_coordination,6409,4,familiarity,2,1,2,0,1,1.0,1.0,1.0,1.0,0.0,0.0,,2,1,1.0,1.0,1.0,1.0,0.0,0.0,,,1.0
high_coordination,6409,4,social,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0.0,,,,0.0,0.0,,,
high_coordination,6409,8,familiarity,22,12,22,0,10,0.05194805194805195,1.0909090909090908,1.0909090909090908,1.0909090909090908,0.0,0.0,-0.2000000000000022,3,2,0.13636363636363635,2.0,1.0,1.3333333333333333,0.0,0.0,1.0,0.904382470119522,0.9166666666666666
high_coordination,6409,8,social,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0.0,,,,0.0,0.0,,,
high_coordination,6409,13,familiarity,49,33,49,0,18,0.02806122448979592,1.346938775510204,1.346938775510204,1.346938775510204,0.04489795918367347,0.2222222222222222,0.18992248062015515,8,9,0.16326530612244897,4.0,2.0,2.0,0.275,0.3333333333333333,1.0,0.8960629921259841,0.9090909090909091
high_coordination,6409,13,social,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0.0,,,,0.0,0.0,,,
high_coordination,6409,26,familiarity,184,159,184,0,41,0.009444048467569494,1.7282608695652173,1.7282608695652173,1.7282608695652173,0.05164768806073154,0.11612903225806452,-0.06499839245525664,20,28,0.10869565217391304,5.0,3.0,2.4947368421052634,0.22503968253968254,0.17475728155339806,0.9999999999999999,0.9111884506316061,0.9182389937106918
high_coordination,6409,26,social,6,3,6,0,3,0.2,1.0,1.0,1.0,0.0,0.0,,2,1,0.3333333333333333,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
high_coordination,6409,39,familiarity,311,306,311,0,57,0.006347889223109636,1.9678456591639872,1.9678456591639872,1.9678456591639872,0.08160776344056087,0.15807174887892378,-0.07972393473720327,26,44,0.08360128617363344,4.0,2.0,2.433846153846154,0.2656898656898657,0.26635514018691586,1.0000000000000002,0.9263010006594605,0.9313725490196079
high_coordination,6409,39,social,29,18,29,0,11,0.04433497536945813,1.2413793103448276,1.2413793103448276,1.2413793103448276,0.0,0.0,-0.19308357348703212,6,5,0.20689655172413793,3.0,2.0,1.8666666666666667,0.0,0.0,1.0,1.0,1.0
high_coordination,6409,52,familiarity,461,529,461,0,49,0.004989154013015184,2.295010845986985,2.295010845986985,2.295010845986985,0.10331651427415113,0.1583710407239819,-0.13014054773205452,49,59,0.10629067245119306,11.0,6.0,4.4268707482993195,0.04875283446712018,0.08053691275167785,1.0,0.9055751775473777,0.9111531190926276
high_coordination,6409,52,social,48,32,48,0,16,0.028368794326241134,1.3333333333333333,1.3333333333333333,1.3333333333333333,0.0,0.0,0.03139013452914798,9,8,0.1875,5.0,3.0,2.5555555555555554,0.0,0.0,1.0,0.9635742743312464,0.96875
no_coordination,6400,1,familiarity,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0.0,,,,0.0,0.0,,,
no_coordination,6400,1,social,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0.0,,,,0.0,0.0,,,
no_coordination,6400,4,familiarity,2,1,2,0,1,1.0,1.0,1.0,1.0,0.0,0.0,,2,1,1.0,1.0,1.0,1.0,0.0,0.0,,,1.0
no_coordination,6400,4,social,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0.0,,,,0.0,0.0,,,
no_coordination,6400,8,familiarity,18,9,18,0,9,0.058823529411764705,1.0,1.0,1.0,0.0,0.0,,2,1,0.1111111111111111,1.0,1.0,1.0,0.0,0.0,0.9999999999999994,1.0,1.0
no_coordination,6400,8,social,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0.0,,,,0.0,0.0,,,
no_coordination,6400,13,familiarity,63,39,63,0,24,0.019969278033794162,1.2380952380952381,1.2380952380952381,1.2380952380952381,0.0,0.0,-0.4111842105263171,4,3,0.06349206349206349,2.0,1.0,1.5,0.0,0.0,1.0000000000000002,0.9446022727272727,0.9487179487179487
no_coordination,6400,13,social,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0.0,,,,0.0,0.0,,,
no_coordination,6400,26,familiarity,191,156,191,0,47,0.008597409754753376,1.6335078534031413,1.6335078534031413,1.6335078534031413,0.041311393667414605,0.125,-0.09431643625192022,13,19,0.06806282722513089,4.0,2.0,2.141025641025641,0.16080586080586082,0.2903225806451613,1.0000000000000002,0.9660611334711192,0.967948717948718
no_coordination,6400,26,social,8,4,8,0,4,0.14285714285714285,1.0,1.0,1.0,0.0,0.0,,2,1,0.25,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
no_coordination,6400,39,familiarity,334,338,334,0,48,0.0060779342216467965,2.0239520958083834,2.0239520958083834,2.0239520958083834,0.10057113545137497,0.1422680412371134,-0.21527651697041994,27,40,0.08083832335329341,4.0,3.0,2.4358974358974357,0.19257902591235926,0.24434389140271492,1.0000000000000002,0.9499572026742545,0.9526627218934911
no_coordination,6400,39,social,32,21,32,0,12,0.04233870967741935,1.3125,1.3125,1.3125,0.09375,0.2727272727272727,0.02890173410404621,5,4,0.15625,3.0,2.0,1.8,0.0,0.0,1.0,1.0,1.0
no_coordination,6400,52,familiarity,494,587,494,0,44,0.004820523770027347,2.376518218623482,2.376518218623482,2.376518218623482,0.13601735514095598,0.17956391620350576,-0.21913594926674565,60,77,0.1214574898785425,9.0,5.0,4.390960451977401,0.15563695563695565,0.2112676056338028,1.0,0.9354859390670008,0.938671209540034
no_coordination,6400,52,social,68,51,68,0,19,0.022388059701492536,1.5,1.5,1.5,0.04411764705882353,0.10526315789473684,-0.2827838827838831,8,7,0.11764705882352941,3.0,2.0,2.0714285714285716,0.0,0.0,1.0,1.0000000000000002,1.0
no_coordination,6401,1,familiarity,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0.0,,,,0.0,0.0,,,
no_coordination,6401,1,social,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0.0,,,,0.0,0.0,,,
no_coordination,6401,4,familiarity,4,2,4,0,2,0.3333333333333333,1.0,1.0,1.0,0.0,0.0,,2,1,0.5,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
no_coordination,6401,4,social,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0.0,,,,0.0,0.0,,,
no_coordination,6401,8,familiarity,15,9,15,0,6,0.08571428571428572,1.2,1.2,1.2,0.0,0.0,-0.34042553191489366,4,3,0.26666666666666666,2.0,1.0,1.5,0.0,0.0,1.0,1.0,1.0
no_coordination,6401,8,social,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0.0,,,,0.0,0.0,,,
no_coordination,6401,13,familiarity,47,27,47,0,20,0.02497687326549491,1.148936170212766,1.148936170212766,1.148936170212766,0.0,0.0,-0.15879828326180304,4,3,0.0851063829787234,3.0,2.0,1.6666666666666667,0.0,0.0,0.9999999999999999,0.9592452830188679,0.9629629629629629
no_coordination,6401,13,social,2,1,2,0,1,1.0,1.0,1.0,1.0,0.0,0.0,,2,1,1.0,1.0,1.0,1.0,0.0,0.0,,,1.0
no_coordination,6401,26,familiarity,177,143,177,0,46,0.009180790960451978,1.615819209039548,1.615819209039548,1.615819209039548,0.03582189938122141,0.14772727272727273,0.016768158150207588,18,18,0.1016949152542373,5.0,3.0,2.6470588235294117,0.024206349206349207,0.05660377358490566,1.0,0.916965793918919,0.9230769230769231
no_coordination,6401,26,social,8,5,8,0,3,0.17857142857142858,1.25,1.25,1.25,0.0,0.0,-0.6666666666666686,3,2,0.375,2.0,1.0,1.3333333333333333,0.0,0.0,1.0,1.0,1.0
no_coordination,6401,39,familiarity,343,352,343,0,48,0.006001398052955518,2.052478134110787,2.052478134110787,2.052478134110787,0.08957260702673153,0.1407942238267148,-0.15308092056421665,31,41,0.09037900874635568,6.0,3.0,2.9290322580645163,0.06898477866219803,0.12650602409638553,1.0,0.8792489076228415,0.8863636363636364
no_coordination,6401,39,social,24,17,24,0,9,0.06159420289855073,1.4166666666666667,1.4166666666666667,1.4166666666666667,0.16666666666666666,0.46153846153846156,0.25365853658536586,5,5,0.20833333333333334,3.0,2.0,1.6,0.3333333333333333,0.42857142857142855,1.0000000000000002,1.0,1.0
no_coordination,6401,52,familiarity,512,615,512,0,45,0.004701259784735812,2.40234375,2.40234375,2.40234375,0.11545643096502956,0.14122839279146746,-0.19283973979608932,79,90,0.154296875,16.0,8.0,6.781564427134048,0.0803395619851316,0.0860655737704918,1.0,0.8727418387420148,0.8796747967479674
no_coordination,6401,52,social,48,41,48,0,14,0.03634751773049645,1.7083333333333333,1.7083333333333333,1.7083333333333333,0.13363095238095238,0.3,-0.04233344682782877,11,14,0.22916666666666666,3.0,2.0,1.9454545454545455,0.33766233766233766,0.25,1.0000000000000002,0.9698418536226556,0.975609756097561
no_coordination,6402,1,familiarity,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0.0,,,,0.0,0.0,,,
no_coordination,6402,1,social,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0.0,,,,0.0,0.0,,,
no_coordination,6402,4,familiarity,4,2,4,0,2,0.3333333333333333,1.0,1.0,1.0,0.0,0.0,,2,1,0.5,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
no_coordination,6402,4,social,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0.0,,,,0.0,0.0,,,
no_coordination,6402,8,familiarity,21,13,21,0,8,0.06190476190476191,1.2380952380952381,1.2380952380952381,1.2380952380952381,0.0,0.0,-0.26020408163265246,5,4,0.23809523809523808,2.0,1.0,1.6,0.0,0.0,1.0,1.0,1.0
no_coordination,6402,8,social,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0.0,,,,0.0,0.0,,,
no_coordination,6402,13,familiarity,46,33,46,0,14,0.03188405797101449,1.434782608695652,1.434782608695652,1.434782608695652,0.02753623188405797,0.1,-0.026666666666667015,10,10,0.21739130434782608,5.0,3.0,2.466666666666667,0.12666666666666665,0.15789473684210525,1.0,1.0000000000000002,1.0
no_coordination,6402,13,social,4,2,4,0,2,0.3333333333333333,1.0,1.0,1.0,0.0,0.0,,2,1,0.5,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
no_coordination,6402,26,familiarity,182,165,182,0,39,0.010017606702689575,1.8131868131868132,1.8131868131868132,1.8131868131868132,0.09959009244723531,0.18155619596541786,-0.09175668563121903,24,29,0.13186813186813187,8.0,4.0,3.170289855072464,0.25072751322751324,0.19148936170212766,1.0,0.9015160558672556,0.9090909090909091
no_coordination,6402,26,social,7,5,7,0,3,0.23809523809523808,1.4285714285714286,1.4285714285714286,1.4285714285714286,0.42857142857142855,1.0,1.0000000000000029,3,3,0.42857142857142855,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
no_coordination,6402,39,familiarity,324,350,324,0,50,0.006688835378205863,2.1604938271604937,2.1604938271604937,2.1604938271604937,0.09748219887108776,0.16494845360824742,-0.12448500476672462,38,53,0.11728395061728394,5.0,3.0,2.863442389758179,0.1123499307709834,0.132,1.0,0.9051494660832848,0.9114285714285715
no_coordination,6402,39,social,38,28,38,0,12,0.03982930298719772,1.4736842105263157,1.4736842105263157,1.4736842105263157,0.05263157894736842,0.23076923076923078,0.18385650224215294,7,8,0.18421052631578946,3.0,2.0,1.8095238095238095,0.2857142857142857,0.375,1.0,1.0,1.0
no_coordination,6402,52,familiarity,518,644,518,0,49,0.004809451617962256,2.4864864864864864,2.4864864864864864,2.4864864864864864,0.12637608498953037,0.18712871287128713,-0.1602556040503158,66,75,0.1274131274131274,11.0,6.0,4.787878787878788,0.0501082251082251,0.08955223880597014,1.0000000000000002,0.8912411289899554,0.8975155279503105
no_coordination,6402,52,social,63,52,63,0,17,0.026625704045058884,1.6507936507936507,1.6507936507936507,1.6507936507936507,0.06402116402116402,0.3157894736842105,0.24363636363636387,12,11,0.19047619047619047,6.0,3.0,2.9696969696969697,0.0,0.0,1.0,0.9556313993174063,0.9615384615384616
no_coordination,6403,1,familiarity,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0.0,,,,0.0,0.0,,,
no_coordination,6403,1,social,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0.0,,,,0.0,0.0,,,
no_coordination,6403,4,familiarity,8,4,8,0,4,0.14285714285714285,1.0,1.0,1.0,0.0,0.0,,2,1,0.25,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
no_coordination,6403,4,social,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0.0,,,,0.0,0.0,,,
no_coordination,6403,8,familiarity,25,16,25,0,9,0.05333333333333334,1.28,1.28,1.28,0.0,0.0,-0.015873015873015872,5,4,0.2,4.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0
no_coordination,6403,8,social,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0.0,,,,0.0,0.0,,,
no_coordination,6403,13,familiarity,56,41,56,0,18,0.026623376623376622,1.4642857142857142,1.4642857142857142,1.4642857142857142,0.0630952380952381,0.14634146341463414,-0.07246376811594196,7,7,0.125,3.0,2.0,1.8095238095238095,0.20476190476190476,0.21428571428571427,1.0,1.0,1.0
no_coordination,6403,13,social,2,1,2,0,1,1.0,1.0,1.0,1.0,0.0,0.0,,2,1,1.0,1.0,1.0,1.0,0.0,0.0,,,1.0
no_coordination,6403,26,familiarity,189,177,189,0,45,0.009962850388382303,1.873015873015873,1.873015873015873,1.873015873015873,0.08943478626018307,0.2814645308924485,0.09951144140150027,19,27,0.10052910052910052,6.0,3.0,2.56140350877193,0.1805764411027569,0.38181818181818183,1.0,0.944344484234431,0.9491525423728814
no_coordination,6403,26,social,18,13,18,0,6,0.08496732026143791,1.4444444444444444,1.4444444444444444,1.4444444444444444,0.12962962962962965,0.3333333333333333,-0.04000000000000077,4,4,0.2222222222222222,2.0,1.0,1.3333333333333333,0.5833333333333334,0.6,1.0,1.0,1.0
no_coordination,6403,39,familiarity,367,397,367,0,61,0.005911168684206608,2.1634877384196187,2.1634877384196187,2.1634877384196187,0.10364269396966945,0.25239398084815323,0.03147394566644166,29,55,0.07901907356948229,4.0,2.0,2.2955665024630543,0.35800119420809073,0.3074792243767313,0.9999999999999999,0.9324694411463524,0.9370277078085643
no_coordination,6403,39,social,39,33,39,0,10,0.044534412955465584,1.6923076923076923,1.6923076923076923,1.6923076923076923,0.13675213675213674,0.26666666666666666,-0.26201550387596906,8,7,0.20512820512820512,5.0,3.0,2.5357142857142856,0.0,0.0,1.0,1.0,1.0
no_coordination,6403,52,familiarity,549,682,549,0,59,0.004533790701075612,2.4845173041894353,2.4845173041894353,2.4845173041894353,0.13117839261023886,0.2412488174077578,-0.04147266384011628,74,89,0.13479052823315119,15.0,8.0,5.767493520918179,0.0776071526071526,0.09523809523809523,1.0,0.9144779816712476,0.9193548387096774
no_coordination,6403,52,social,68,67,68,0,17,0.029411764705882353,1.9705882352941178,1.9705882352941178,1.9705882352941178,0.21295518207282912,0.3904109589041096,-0.014315139031926154,12,16,0.17647058823529413,4.0,2.0,2.106060606060606,0.326984126984127,0.34615384615384615,1.0,0.9825452650775042,0.9850746268656716
no_coordination,6404,1,familiarity,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0.0,,,,0.0,0.0,,,
no_coordination,6404,1,social,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0.0,,,,0.0,0.0,,,
no_coordination,6404,4,familiarity,4,2,4,0,2,0.3333333333333333,1.0,1.0,1.0,0.0,0.0,,2,1,0.5,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
no_coordination,6404,4,social,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0.0,,,,0.0,0.0,,,
no_coordination,6404,8,familiarity,13,7,13,0,6,0.08974358974358974,1.0769230769230769,1.0769230769230769,1.0769230769230769,0.0,0.0,-0.16666666666666768,3,2,0.23076923076923078,2.0,1.0,1.3333333333333333,0.0,0.0,1.0000000000000002,0.8313253012048195,0.8571428571428571
no_coordination,6404,8,social,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0.0,,,,0.0,0.0,,,
no_coordination,6404,13,familiarity,48,28,48,0,20,0.024822695035460994,1.1666666666666667,1.1666666666666667,1.1666666666666667,0.0,0.0,-0.07074569789674945,6,5,0.125,3.0,2.0,1.8666666666666667,0.0,0.0,1.0,0.9213483146067416,0.9285714285714286
no_coordination,6404,13,social,2,1,2,0,1,1.0,1.0,1.0,1.0,0.0,0.0,,2,1,1.0,1.0,1.0,1.0,0.0,0.0,,,1.0
no_coordination,6404,26,familiarity,190,158,190,0,50,0.008799777220829853,1.6631578947368422,1.6631578947368422,1.6631578947368422,0.07095238095238095,0.18442622950819673,-0.003825370499170944,15,16,0.07894736842105263,6.0,3.0,2.857142857142857,0.09206349206349206,0.15384615384615385,1.0,0.872466969709843,0.879746835443038
no_coordination,6404,26,social,11,7,11,0,4,0.12727272727272726,1.2727272727272727,1.2727272727272727,1.2727272727272727,0.0,0.0,-0.4000000000000004,5,4,0.45454545454545453,2.0,1.0,1.6,0.0,0.0,1.0,1.0,1.0
no_coordination,6404,39,familiarity,378,378,378,0,58,0.005305039787798408,2.0,2.0,2.0,0.08813903615490917,0.1416184971098266,-0.16608643053968675,34,38,0.08994708994708994,9.0,5.0,3.839572192513369,0.06862745098039215,0.10619469026548672,1.0,0.8830626450116009,0.8888888888888888
no_coordination,6404,39,social,35,22,35,0,13,0.03697478991596639,1.2571428571428571,1.2571428571428571,1.2571428571428571,0.0,0.0,-0.18120805369127477,6,5,0.17142857142857143,3.0,2.0,1.8666666666666667,0.0,0.0,1.0,0.897196261682243,0.9090909090909091
no_coordination,6404,52,familiarity,558,659,558,0,50,0.004240587376048081,2.3620071684587813,2.3620071684587813,2.3620071684587813,0.10368092358130308,0.12968630451415455,-0.254108112363231,54,68,0.0967741935483871,11.0,6.0,4.185185185185185,0.09500293944738389,0.13636363636363635,0.9999999999999999,0.8852613226094292,0.8907435508345979
no_coordination,6404,52,social,66,47,66,0,20,0.02191142191142191,1.4242424242424243,1.4242424242424243,1.4242424242424243,0.032828282828282825,0.08108108108108109,-0.14992191566892235,7,6,0.10606060606060606,4.0,2.0,2.0952380952380953,0.0,0.0,1.0000000000000002,0.8851136641407968,0.8936170212765957
no_coordination,6405,1,familiarity,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0.0,,,,0.0,0.0,,,
no_coordination,6405,1,social,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0.0,,,,0.0,0.0,,,
no_coordination,6405,4,familiarity,2,1,2,0,1,1.0,1.0,1.0,1.0,0.0,0.0,,2,1,1.0,1.0,1.0,1.0,0.0,0.0,,,1.0
no_coordination,6405,4,social,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0.0,,,,0.0,0.0,,,
no_coordination,6405,8,familiarity,24,14,24,0,10,0.050724637681159424,1.1666666666666667,1.1666666666666667,1.1666666666666667,0.0,0.0,-0.28735632183908216,4,3,0.16666666666666666,2.0,1.0,1.5,0.0,0.0,1.0,1.0,1.0
no_coordination,6405,8,social,2,1,2,0,1,1.0,1.0,1.0,1.0,0.0,0.0,,2,1,1.0,1.0,1.0,1.0,0.0,0.0,,,1.0
no_coordination,6405,13,familiarity,60,44,60,0,20,0.024858757062146894,1.4666666666666666,1.4666666666666666,1.4666666666666666,0.030555555555555555,0.1836734693877551,0.04549563121422142,8,11,0.13333333333333333,4.0,2.0,1.9285714285714286,0.22916666666666666,0.36,1.0,0.948717948717949,0.9545454545454546
no_coordination,6405,13,social,5,3,5,0,2,0.3,1.2,1.2,1.2,0.0,0.0,-0.4999999999999998,3,2,0.6,2.0,1.0,1.3333333333333333,0.0,0.0,1.0,1.0,1.0
no_coordination,6405,26,familiarity,205,190,205,0,40,0.009086561453849833,1.853658536585366,1.853658536585366,1.853658536585366,0.071165663604688,0.19908466819221968,-0.04505585126321336,20,31,0.0975609756097561,5.0,3.0,2.4,0.24004329004329006,0.38,0.9999999999999999,0.9433224950034304,0.9473684210526315
no_coordination,6405,26,social,24,16,24,0,9,0.057971014492753624,1.3333333333333333,1.3333333333333333,1.3333333333333333,0.09027777777777778,0.2727272727272727,-0.03643724696356275,5,5,0.20833333333333334,2.0,1.0,1.5,0.4333333333333333,0.375,1.0,1.0,1.0
no_coordination,6405,39,familiarity,372,424,372,0,45,0.006144393241167435,2.2795698924731185,2.2795698924731185,2.2795698924731185,0.12030407658965533,0.20417910447761195,-0.10714398520438874,33,66,0.08870967741935484,5.0,3.0,2.3617424242424243,0.3270274387921447,0.328125,1.0,0.9367947169923826,0.9410377358490566
no_coordination,6405,39,social,47,41,47,0,14,0.037927844588344126,1.7446808510638299,1.7446808510638299,1.7446808510638299,0.1900709219858156,0.45454545454545453,0.2225268448709161,8,13,0.1702127659574468,3.0,2.0,1.6071428571428572,0.5541666666666667,0.5853658536585366,1.0000000000000002,1.0000000000000002,1.0
no_coordination,6405,52,familiarity,532,720,532,0,39,0.005097489486427935,2.706766917293233,2.706766917293233,2.706766917293233,0.1799948109891261,0.2036336109008327,-0.22765555752573935,49,54,0.09210526315789473,10.0,5.0,4.3520408163265305,0.06271460965338517,0.02857142857142857,1.0,0.9350715227756926,0.9388888888888889
no_coordination,6405,52,social,79,72,79,0,19,0.023369036027263874,1.8227848101265822,1.8227848101265822,1.8227848101265822,0.17142857142857143,0.3,-0.07809397749834568,11,17,0.13924050632911392,3.0,2.0,1.8363636363636364,0.4437229437229437,0.421875,0.9999999999999999,0.9844307492701911,0.9861111111111112
